,lon,lat,name,common_name,tree_type,obs_btm,dbh1,condition,entry_source
527,-69.65483946,44.57976069,Maple-Red ,Maple,Ornamental,0,7,Fair ,Bartlett 2021
528,-69.64276354,44.55128251,Maple-Red ,Maple,Ornamental,0,8,Good ,Bartlett 2021
529,-69.64400863,44.56133151,Maple-Red ,Maple,Ornamental,0,8,Good ,Bartlett 2021
530,-69.64444365,44.56177962,Maple-Red ,Maple,Ornamental,0,9,Good ,Bartlett 2021
531,-69.64573697,44.56285747,Maple-Red ,Maple,Ornamental,0,10,Good ,Bartlett 2021
532,-69.64573242,44.56222013,Maple-Red ,Maple,Ornamental,0,10,Good ,Bartlett 2021
533,-69.6456567,44.56278073,Maple-Red ,Maple,Ornamental,0,11,Good ,Bartlett 2021
534,-69.64461863,44.5619405,Maple-Red ,Maple,Ornamental,0,11,Good ,Bartlett 2021
535,-69.64418364,44.56141461,Maple-Red ,Maple,Ornamental,0,11,Good ,Bartlett 2021
536,-69.65484788,44.57980563,Maple-Red ,Maple,Ornamental,0,11,Fair ,Bartlett 2021
537,-69.63304568,44.54552593,Maple-Red ,Maple,Ornamental,0,14,Poor ,Bartlett 2021
538,-69.64423633,44.56160908,Maple-Red ,Maple,Ornamental,0,14,Good ,Bartlett 2021
539,-69.64436237,44.56170881,Maple-Red ,Maple,Ornamental,0,15,Good ,Bartlett 2021
540,-69.63879801,44.53782851,Maple-Red ,Maple,Ornamental,0,15,Good ,Bartlett 2021
541,-69.64453966,44.56184921,Maple-Red ,Maple,Ornamental,0,16,Good ,Bartlett 2021
542,-69.62983177,44.5670452,Maple-Red ,Maple,Ornamental,0,17,Good ,Bartlett 2021
543,-69.63899434,44.53784446,Maple-Red ,Maple,Ornamental,0,17,Good ,Bartlett 2021
544,-69.6302281,44.56254839,Maple-Red ,Maple,Ornamental,0,20,Fair ,Bartlett 2021
545,-69.66251899,44.5287757,Maple-Red ,Maple,Ornamental,0,21,Good ,Bartlett 2021
546,-69.63016546,44.56265488,Maple-Red ,Maple,Ornamental,0,22,Fair ,Bartlett 2021
547,-69.64451086,44.56150788,Maple-Red ,Maple,Ornamental,0,22,Good ,Bartlett 2021
548,-69.62733837,44.55100255,Maple-Red ,Maple,Ornamental,0,3,Fair ,Bartlett 2021
549,-69.63329081,44.5452914,Maple-Silver ,Maple,Ornamental,0,21,Fair ,Bartlett 2021
550,-69.62723591,44.55314357,Maple-Sugar ,Maple,Fruiting / Flowering,0,3,Good ,Bartlett 2021
551,-69.63911017,44.53794242,Maple-Sugar ,Maple,Fruiting / Flowering,0,1,Good ,Bartlett 2021
552,-69.63904152,44.53813477,Maple-Sugar ,Maple,Fruiting / Flowering,0,1,Good ,Bartlett 2021
553,-69.63751572,44.53904151,Maple-Sugar ,Maple,Fruiting / Flowering,0,2,Fair ,Bartlett 2021
554,-69.6590599,44.5340518,Maple-Sugar ,Maple,Fruiting / Flowering,0,9,Fair ,Bartlett 2021
555,-69.63319352,44.55073933,Maple-Sugar ,Maple,Fruiting / Flowering,0,41,Fair ,Bartlett 2021
556,-69.62749411,44.55273771,Maple-Sugar ,Maple,Fruiting / Flowering,0,3,Good ,Bartlett 2021
557,-69.63282115,44.54589188,Oak-Northern Red ,Oak,Ornamental,0,2,Fair ,Bartlett 2021
558,-69.66023132,44.53327615,Oak-Northern Red ,Oak,Ornamental,0,4,Fair ,Bartlett 2021
559,-69.66076403,44.53406335,Oak-Northern Red ,Oak,Ornamental,0,5,Good ,Bartlett 2021
560,-69.66008333,44.53419321,Oak-Northern Red ,Oak,Ornamental,0,5,Good ,Bartlett 2021
561,-69.65966529,44.53410914,Oak-Northern Red ,Oak,Ornamental,0,6,Good ,Bartlett 2021
562,-69.65955788,44.53413367,Oak-Northern Red ,Oak,Ornamental,0,7,Good ,Bartlett 2021
563,-69.65466851,44.57935092,Oak-Northern Red ,Oak,Ornamental,0,12,Good ,Bartlett 2021
564,-69.64538086,44.56225119,Oak-Northern Red ,Oak,Ornamental,0,14,Good ,Bartlett 2021
565,-69.6548322,44.57984672,Oak-Northern Red ,Oak,Ornamental,0,18,Good ,Bartlett 2021
566,-69.64531562,44.55243591,Oak-Northern Red ,Oak,Ornamental,0,20,Good ,Bartlett 2021
567,-69.64527566,44.55243306,Oak-Northern Red ,Oak,Ornamental,0,21,Good ,Bartlett 2021
568,-69.64519408,44.55237162,Oak-Northern Red ,Oak,Ornamental,0,24,Good ,Bartlett 2021
569,-69.62785319,44.55084898,Oak-Northern Red ,Oak,Ornamental,0,2,Good ,Bartlett 2021
570,-69.6277022,44.55321821,Oak-Northern Red ,Oak,Ornamental,0,3,Good ,Bartlett 2021
571,-69.6598445,44.52696046,Oak-Northern Red ,Oak,Ornamental,0,5,Good ,Bartlett 2021
572,-69.6452416,44.5524109,Oak-Northern Red ,Oak,Ornamental,0,24,Good ,Bartlett 2021
573,-69.64608247,44.56168098,Pine-Eastern White ,Pine,Ornamental,0,23,Fair ,Bartlett 2021
574,-69.64614689,44.5616547,Pine-Eastern White ,Pine,Ornamental,0,25,Good ,Bartlett 2021
575,-69.64575626,44.56182928,Pine-Eastern White ,Pine,Ornamental,0,26,Poor ,Bartlett 2021
576,-69.64585753,44.56177075,Pine-Eastern White ,Pine,Ornamental,0,26,Fair ,Bartlett 2021
577,-69.64596133,44.5617074,Pine-Eastern White ,Pine,Ornamental,0,29,Good ,Bartlett 2021
578,-69.64568197,44.56183894,Pine-Eastern White ,Pine,Ornamental,0,36,Good ,Bartlett 2021
579,-69.63354304,44.55131818,Plum-Purple Leaf ,Plum,Fruiting / Flowering,0,8,Fair ,Bartlett 2021
580,-69.66059928,44.52713289,Poplar-Aspen ,Poplar,Ornamental,0,5,Good ,Bartlett 2021
581,-69.66051077,44.52714467,Poplar-Aspen ,Poplar,Ornamental,0,5,Good ,Bartlett 2021
582,-69.66074635,44.52719968,Poplar-Aspen ,Poplar,Ornamental,0,6,Good ,Bartlett 2021
583,-69.66072488,44.52719338,Poplar-Aspen ,Poplar,Ornamental,0,6,Fair ,Bartlett 2021
584,-69.66198926,44.52864108,Poplar-Aspen ,Poplar,Ornamental,0,7,Dead ,Bartlett 2021
585,-69.66085346,44.52718974,Poplar-Aspen ,Poplar,Ornamental,0,8,Good ,Bartlett 2021
586,-69.66200001,44.52864352,Poplar-Aspen ,Poplar,Ornamental,0,9,Fair ,Bartlett 2021
587,-69.6604245,44.52698349,Poplar-Aspen ,Poplar,Ornamental,0,9,Fair ,Bartlett 2021
588,-69.66071906,44.52714758,Poplar-Aspen ,Poplar,Ornamental,0,11,Fair ,Bartlett 2021
589,-69.6619868,44.52853338,Poplar-Aspen ,Poplar,Ornamental,0,15,Poor ,Bartlett 2021
590,-69.66016599,44.52699364,Poplar-Aspen ,Poplar,Ornamental,0,12,Fair ,Bartlett 2021
591,-69.66034805,44.52695053,Poplar-Bigtooth Aspen ,Poplar,Ornamental,0,9,Fair ,Bartlett 2021
592,-69.65466741,44.57946194,Poplar-Bigtooth Aspen ,Poplar,Ornamental,0,9,Good ,Bartlett 2021
593,-69.65592382,44.58055315,Poplar-Bigtooth Aspen ,Poplar,Ornamental,0,11,Fair ,Bartlett 2021
594,-69.65465143,44.57944651,Poplar-Bigtooth Aspen ,Poplar,Ornamental,0,12,Good ,Bartlett 2021
595,-69.65465933,44.57933404,Poplar-Bigtooth Aspen ,Poplar,Ornamental,0,13,Fair ,Bartlett 2021
596,-69.65598038,44.58059185,Poplar-Bigtooth Aspen ,Poplar,Ornamental,0,15,Good ,Bartlett 2021
597,-69.65472922,44.5795227,Poplar-Bigtooth Aspen ,Poplar,Ornamental,0,15,Good ,Bartlett 2021
598,-69.65476461,44.57960751,Poplar-Bigtooth Aspen ,Poplar,Ornamental,0,19,Good ,Bartlett 2021
599,-69.63052019,44.56215683,Spruce-Colorado Blue ,Spruce,Ornamental,0,16,Good ,Bartlett 2021
600,-69.63051818,44.56226306,Spruce-Colorado Blue ,Spruce,Ornamental,0,17,Good ,Bartlett 2021
601,-69.64233038,44.53534107,Willow ,Willow,Ornamental,0,31,Fair ,Bartlett 2021
